product,description,page
ARDEX DS 20,"Opis: Mata redukująca naprężenia. Funkcja oddzielenia, zmniejsza napięcia pomiędzy powierzchniami. Łatwa do obróbki i montażu. Nadaje się do jastrychów ogrzewanych. Do renowacji i remontów w obszarach mieszkalnych i handlowych na obciążenia do 2 kN/m². Mata odsprzęgająca i oddzielająca do klejenia okładzin ceramicznych, płyt, kamienia naturalnego. Umożliwia bezpieczne układanie nawet na krytycznych powierzchniach. Funkcja oddzielania zmniejsza naprężenia między podłożem a okładziną i ma działanie mostkujące rysy i umożliwia bezpieczne układanie nawet na krytycznych podłożach. „DS 20” wykonana jest z dwustronnie laminowanej włókniny polipropylenowej z polietylenową warstwą nośną. Do stosowania: wewnątrz, podłogi. Kolor: niebieski. Waga: 180 g/m². Grubość: 0,4 mm. Szerokość: 1 m. Ogrzewanie podłogowe: tak. Oznaczenie wg GHS/CLP: nie. Oznaczenie wg ADR: nie. Magazynowanie: Przechowywać w chłodnych, suchych pomieszczeniach przez ok. 24 miesiące. Opakowanie Nr artykułu EAN-Nr Paleta 50,00 m2 Rolka 73249 4024705732499 -",24
ARDEX DS 30,"Opis: Płyta odsprzęgająca. Zmniejsza napięcie pomiędzy powierzchniami. Umożliwia bezpieczne układanie na krytycznych podłożach. Łatwa do obróbki i montażu. Mostkuje rysy. Niska wysokość tylko 4,0 mm. Nadaje się do jastrychów ogrzewanych. Do renowacji i remontów w obszarach mieszkalnych i handlowych na obciążenia do 3 kN/m². Do oddzielenia od podłoża: – wykładzin tekstylnych, – wykładzin PVC, – wykładzin LVT, – wykładzin CV, – linoleum, – parkiety wielowarstwowe, – płytki i płyty, – kamień naturalny i płyty kamienne. Na podłożach: – jastrych cementowy, – jastrych anhydrytowy, – jastrych z lanego asfaltu, – jastrych z ogrzewaniem podłogowym, – suche jastrychy, – podłogi drewniane i płyty wiórowe, – stare płytki i płyty, – stare wykładziny PCV i parkiet. Do stosowania: wewnątrz, podłogi. Baza surowcowa: polichloropren, rozpuszczony w rozpuszczalniku. Kolor: jasnoszary. Rozmiar płyty: Długość/Szerokość/Grubość/Powierzchnia 1000 mm/600 mm/4 mm/0,6 m² Tłumienie dźwięków wg (DIN EN ISO 140-8): 8 dB. Opór cieplny: 0,04 m² K/W. Przepuszczalność cieplna 0,11 W/mK. Ogrzewanie podłogowe: tak Klasa palności wg (DIN EN 13501-1): A2-s1, d0. Oznaczenie wg GHS/CLP: nie. Oznaczenie wg ADR: nie. Magazynowanie W suchych pomieszczeniach, 3 lata. Opakowanie Nr artykułu EAN-Nr Paleta 15 szt. karton 73205 4024705732055 200 płyt=120,00 m²",25
ARDEX DS 40,"Opis: Płyta izolująco – tłumiąca. Łatwa do obróbki i montażu. Nadaje się do jastrychów ogrzewanych. Ograniczona wysokość do 4,5 mm. W starym i nowym budownictwie, w pomieszczeniach mieszkalnych oraz przemysłowych, w przypadku obciążeń do2 KN/m2. W celu dalszego izolująco – tłumiącego układania warstw wierzchnich z płytek ceramicznych, płyt, kamienia naturalnego, płyt betonowych na podłożach: – beton, – jastrych cementowy, – płynny jastrych anhydrytowy, – jastrych z asfaltu lanego, – jastrych z ogrzewaniem podłogowym, – suchy jastrych, – jastrych magnezytowy, – płyt karton-gips, – podłóg drewnianych, – starych okładzin ceramicznych i parkietów, – starych wykładzin PVC i płytek. Do stosowania: wewnątrz, podłogi. Kolor: zielony. Format płyty Długość/Szerokość/Grubość/Powierzchnia 750 mm/500 mm/4,5 mm/0,375 m² Współczynnik oporu dyfuzji pary wodnej: μ 450. Ogrzewanie podłogowe: tak. Klasa palności: B 2 (płyta) B 1 (płytki). Oznaczenie wg GHS/CLP: nie. Oznaczenie wg ADR: nie. Magazynowanie: W suchych pomieszczeniach, 3 lata. Opakowanie Nr artykułu EAN-Nr Paleta 10 szt. karton 73179 4024705731799 300 płyt = 112,50 m²",26
ARDEX P 52,"Opis: Koncentrat gruntujący. Gruntowanie, mostek sczepny oraz zamykanie porów bez użycia środków rozpuszczających. Bardzo niski poziom emisji substancji organicznych, nie zawiera rozpuszczalników. Zapobiega powstawaniu pęcherzy powietrznych podczas szpachlowania. Rozpuszczalny w wodzie. Gruntowanie, mostek sczepny z jednoczesną hydrofobizacją podłoża. Do łączenia resztek kurzu oraz pylących pozostałości na zeszlifowanych chłonnych jastrychach anhydrytowych, płynnych jastrychach anhydrytowych, gruntowanie jastrychów cementowych, podłóg betonowych. Jako mostek sczepny na gładkich podłogach betonowych, szczególnie w przypadku bardzo zagęszczonych jastrychów cementowych oraz płyt wiórowych. Jako mostek sczepny dla mas szpachlowych, mas niwelujących i wyrównujących. Jako zamknięcie porów na chłonnych podłożach zapobiega w przypadku następnych szpachlowań powierzchni powstawaniu pęcherzy powietrznych z podłoża oraz wchłonięciu wody zarobowej. Do stosowania: wewnątrz. Zużycie materiału: - przy gładkich, gęstych podłożach: bez rozcieńczenia ok. 300 g „P 52”/m2 ,1 część „P 52” : % część wody - to jest ok. 200 g „P 52”/m2; - przy chłonnych podłożach betonowych: 1 część „P 52” : 1 część wody - to jest ok. 150 g „P 52”/m2 jastrychy cementowe; - bardzo chłonne podłoża oraz pomiędzy masy szpachlowe i poziomujące: 1 część „P 52” : 3 części wody- to jest ok. 50 g „P 52”/m2. GISCODE: DE 1 - nie zawiera rozpuszczalników. EMICODE: EC 1 - bardzo niska emisja substancji organicznych. Magazynowanie: 12 miesięcy w oryginalnie zamkniętym opakowaniu, chronić przed mrozem. Opakowanie Nr artykułu EAN-Nr Paleta 5 kg wiadro 59185 40 24705 59185 0 72 wiadra",27
ARDEX P 4 Ready,"Opis: Wielofunkcyjny, szybki środek gruntujący. Środek gruntujący i mostek sczepny na podłogi, ściany i sufity. Na chłonne i niechłonne podłoża. Pod cementowe zaprawy klejowe, masy szpachlowe ścienne i podłogowe. Szybkoschnący. Bezrozpuszczalnikowy i niskoemisyjny EMICODE EC1. Czas wysychania w temperaturze +20°C: – ok. 30 minut na chłonnych podłożach, – ok. 60 minut na nienasiąkliwych podłożach. Do stosowania: wewnątrz i zewnątrz GISCODE: D1 – bezrozpuszczalnikowy. EMICODE: EC 1. Ogrzewanie podłogowe: tak. Zużycie: ok. 100 g-500 g na m². Magazynowanie: chronić przed mrozem, w suchych pomieszczeniach, w oryginalnie zamkniętych opakowaniach przez okres 12 miesięcy. Użyte opakowanie szczelnie zamknąć. Po otwarciu zużyć jak najszybciej.",28
ARDEX EP 2000,"Opis: Wielofunkcyjna żywica epoksydowa. Bariera przeciwko kapilarnemu podciąganiu wody. Gruntowanie i wzmacnianie podłoży. Zamykanie rys w jastrychach i betonie. Mostek sczepny. Materiał dwuskładnikowy. Nie zawiera rozpuszczalników, odporny na działanie środków chemicznych, łatwy w stosowaniu. Możliwość nanoszenia wałkiem lub pędzlem. Dobra przyczepność. Bariera dla kapilarnie podciągającej wody. Gruntowanie i umacnianie podłoży. Zalewanie rys w jastrychach i betonie. Mostki sczepne – z zasypem „QS”. Do stosowania: wewnątrz i zewnątrz. Wykonywanie jastrychów epoksydowych: proporcje mieszania 3 kg żywicy „EP 2000” i 25 kg piasku „SPS”. Zużycie materiału: - przy gładkim podłożu (zależy od chłonności podłoża) - ok. 300 g/m2 na warstwę; - przy zamykaniu rys i fug (w zależności od szerokości i głębokości) - ok. 300 g/m.b. Czas pracy (20°C): ok. 30 min. Wytrzymałość na obciążenia: po ok. 24 godz. można poddać obciążeniu mechanicznemu, po ok. 7 dniach można poddać działaniu środków chemicznych. Możliwość obciążania ruchem pieszym (20°C): po ok. 6 godz. GISCODE: RE 1 - nie zawiera rozpuszczalników. Magazynowanie: Ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu, w chłodnym pomieszczeniu. Opakowanie Nr artykułu EAN-Nr Paleta 4,5 kg wiadro 60202 40 24705 60202 2 65 wiader 1 kg puszka 60170 40 24705 60170 2 pakowane po 10 szt. 340 puszek",29
ARDEX FB,"Opis: Płynna żywica. Na bazie żywicy epoksydowej. Do trwałego łączenia rys w jastrychach i innych podłożach. Jako mostek sczepny pomiędzy podłożem a świeżą zaprawą lub betonem. Dobre właściwości rozlewne. Doskonałe właściwości wnikania. Zalewanie, dyblowanie i trwałe łączenie rys i pozornych fug w jastrychach, również przy ogrzewaniu podłogowym i innych podłożach. Mostek sczepny pomiędzy podłożem a świeżą zaprawą, starym a nowym betonem. Do stosowania: wewnątrz i zewnątrz. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: zależy od szerokości i głębokości rysy, fugi i odwiertów i może wynosić do 300 g/m.b. Jako mostek sczepny potrzeba co najmniej 1 kg/m2 płynnej żywicy „FB”. Czas pracy (20°C): ok. 90 min. Wytrzymałość na obciążenia: po ok. 1 dniu. GISCODE: RE 1 - nie zawiera rozpuszczalników. Magazynowanie: Ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu, w chłodnym pomieszczeniu. Opakowanie Nr artykułu EAN-Nr Paleta 1 kg puszka 60200 40 24705 60200 6 pakowane po 10 szt. 340 puszek",30
ARDEX PU 5,"Opis: Szybka żywica naprawcza. Na bazie żywicy poliuretanowej. Przeznaczona do siłowego wypełniania rys, szczelin pozornych i pęknięć. Do klejenia listew mocowanych za pomocą gwoździ, szyn, profili metalowych i drewnianych oraz innych materiałów. Bardzo dobre parametry penetracji oraz możliwość szybkiego użytkowania powierzchni. Możliwość stosowania z piaskiem kwarcowym „QS”. Zalewanie, trwałe łącznie rys i pozornych fug w jastrychach, również przy ogrzewaniu podłogowym i innych podłożach. Do klejenia listew mocowanych za pomocą gwoździ, szyn, profili metalowych i drewnianych oraz innych materiałów. Możliwość klejenia różnego rodzaju okładzin podłogowych takich jak: parkiet, laminaty itp. Wcześniej przeprowadzić próbę. Przeznaczony również na jastrychy ogrzewane. Do stosowania: wewnątrz i zewnątrz. Proporcje mieszania: 815 g żywica + 185 g utwardzacz. Gęstość świeżej zaprawy: ok. 1,5 kg/l. Zużycie materiału: zależy od szerokości i głębokości fug oraz rys. W przypadku szczelin dylatacyjnych zużywa się ok. 200 g/m.b. materiału. Czas pracy (20°C): ok. 10 min. Możliwość obciążenia ruchem pieszym (20°C): ok. 20 min. Oznaczenie zgodne według GHS/CLP: Składnik A: brak, Składnik B: GHS07 „uwaga”, GHS08 „niebezpieczny dla zdrowia”. Oznaczenie zgodne GG VSEB/ADR: (oba składniki) brak. Magazynowanie: 9 miesięcy w oryginalnie zamkniętym opakowaniu, chronić przed mrozem. Nr Opakowanie EAN-Nr Paleta artykułu 815 g żywica 185 g utwardzacz dołączono 20 szt. klamer 23719 40 24705 23719 2 360 puszek",31
ARDEX P 10 SR,"Opis: Szybka żywica silikatowa. Dwuskładnikowa żywica na bazie silikatów o szerokim spektrum zastosowania. Na chłonne i niechłonne podłoża. Do mocnego zamykania rys, pęknięć oraz nacięć. Jako klej do listew, szyn, profili metalowych, drewna, kamieni naturalnych i syntetycznych oraz innych odpowiednich materiałów. Klej naprawczy do usuwania częściowych, występujących ubytków w parkiecie. Do stosowania na nieogrzewane i ogrzewane jastrychy. Do użycia w obszarach wewnętrznych. Do mocnego zamykania rys i szczelin. Do klejenia szyn i profili. Zużycie materiału uzależnione jest od szerokości i głębokości szczelin/fug/pęknięć. Do stosowania: wewnątrz. Czas pracy (+20 °C): ok. 10 minut. Czas utwardzania: 30-40 minut. Możliwość dalszych prac: po 20 minutach. Opakowanie: zestaw 2 plastikowych butelek ze składnikiem A: 300 ml (0,339 kg) oraz B: 300 ml (0,444 kg), z klamrami do jastrychu i rękawicami ochronnymi. Magazynowanie: W suchych pomieszczeniach przez ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu.",32
ARDEX P 82,"Opis: Mostek sczepny. Do wytwarzania warstw sczepnych. Warstwa sczepna stosowana na gładkich i szczelnych podłożach. Nie zawiera rozpuszczalników. Zastępuje neoprenowe warstwy gruntujące. Bezpieczny do magazynowania, transportu i obróbki. Warstwa gruntująca i sczepna na gładkim i niechłonnym podłożu, takim jak: prefabrykowane podłogi betonowe lub szczególnie zagęszczone jastrychy cementowe, stosowana pod masami szpachlowymi, źle piaskowanymi jastrychami asfaltowymi, starymi podłogami, podłogami z lanego asfaltu, modyfikowanymi jastrychami anhydrytowymi, płytami wiórowymi, jastrychami magnezytowymi, drewnem, lastrico, gres piaskowcem, płytkami, klinkierami, blachą stalową, powłokami syntetycznymi, powierzchniami pokrytymi lakierem, farbami olejnymi i tworzywami sztucznymi, pod szpachlówki i zaprawy cienkowarstwowe. Do stosowania: wewnątrz. Zużycie materiału: 100-200 g/m2. GISCODE: RE 1 - nie zawiera rozpuszczalników. Magazynowanie: 12 miesięcy w oryginalnie zamkniętym opakowaniu, w chłodnym pomieszczeniu. Nr Opakowanie EAN-Nr Paleta artykułu 40 24705 2 jednostki 72 wiadra Wiaderka po 3 kg netto Komponentu A i B = 3 kg wiadro 59200 59200 0 jednostka po 6 kg netto 40 24705 34 kartony po 5 jednostek 170 sztuk Puszki po 1 kg netto 1 kg puszka 59210 59210 9 komponentu A i B = jednostka po 2 kg netto",33
ARDEX PU 30 - 1K-PU,"Opis: Poliuretanowa żywica gruntująca. Uniwersalny, 1-komponentowy, podkład gruntujący na bazie reaktywnej żywicy poliuretanowej, do stosowania przed klejeniem na gładkich i zwartych podłożach. Bariera i odcięcie wilgoci resztkowej w podłożach betonowych i jastrychach cementowych max. do 4 % – CM. , na ogrzewaniu podłogowym do 3 % - CM. Gruntowanie i wzmacnianie podłoży: jastrychy anhydrytowe, jastrychy cementowe, podłoża betonowe. Szybkoschnący, dalsze prace po upływie godziny. Jednokomponentowy. Środek o niskim poziomie lepkości. Dobre właściwości wnikania. Elastyczny. Niska emisja substancji lotnych. Nie zawiera rozpuszczalników, ani wody. Jako podkład gruntujący dla podłoży chłonnych i nie chłonnych takich jak: – beton, – jastrychy cementowe i anhydrytowe, jastrychy magnezjowe, podłogi drewniane, lany asfalt, – pozostałości po klejach do parkietów. Podłoża wrażliwe na wilgoć: – płyty wiórowe, OSB, – jastrych z elementów gotowych, – płytki ceramiczne i lastriko. Do stosowania: wewnątrz i zewnątrz, podłogi. Uwaga na mróz: tak. Czas schnięcia +20°C:ok. 1 godzina jako grunt, ok. 2 godzin w dwóch warstwach. Przydatność w systemie ogrzewania podłogowego: tak. EMICODE : EC1RPLUS – bardzo niska emisja. GISCODE: RU 1 – bez rozpuszczalników. Zużycie materiału: 100-150g/m2 - pojedyncza aplikacja jako podkład; 250-300g/m2 - podwójna aplikacja jako bariera dla wilgoci. Czas pracy: (+20°C): ok. 60 minut. Możliwość wejścia: (+20°C): ok. 40-50 minut. Magazynowanie: Powyżej +5°C / chronić przed mrozem. Ok. 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 11kg Kanister 22390 40 24705 22390 4 60 Kanister/Paleta",34
ARDEX A 45,"Opis: Masa wypełniająca. Na bazie cementu, wykorzystuje efekt ARDURAPID®. Do wypełniania ubytków i nierówności w jastrychach, sufitach i stropach betonowych. Gotowość do układania warstw wierzchnich po 1 godzinie. Szybko wiąże. Szybko wysycha. Do wypełniania ubytków i nierówności w jastrychach, sufitach i stropach betonowych. Do wyrównywania i napraw stopni schodów i podestów, cokołów. Szybko twardnieje, wysycha, szybko nadaje się do położenia płytek, także na grube warstwy. Grubości stosowania w tabeli na końcu rozdziału. Do stosowania: wewnątrz. Proporcje mieszania: ok. 5,5 l wody : 25 kg proszku. Ciężar właściwy: ok. 1,4 kg/l. Gęstość świeżej zaprawy: ok. 1,9 kg/l. Zużycie materiału: ok. 1,6 kg na m2/mm. Czas pracy (20°C): ok. 15 min. Możliwość obciążania ruchem pieszym (20°C): po ok. 1 godz. Gotowość do układania warstw wierzchnich (20°C): po ok. 1 godz. Odporność na obciążenia skupione (fotele na kółkach): tak. Przydatność w systemie ogrzewania podłogowego: tak. GISCODE: ZP 1 - produkt zawiera cement niskochromianowy. Magazynowanie: W suchych pomieszczeniach, w oryginalnie zamkniętym opakowaniu ok. 12 miesięcy. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 53110 40 24705 53110 8 40 worków",35
ARDEX A 45 FEIN,"Opis: Masa wypełniająca. Szpachlowanie finiszowe, możliwość pracy do „zera”. Do warstw o grubości do 20 mm. Szybko twardniejąca. Szybko schnąca. Na bazie cementu. Technologia MICROTEC TECHNOLOGY. Z efektem Ardurapid. Do wygładzania i szpachlowania schodów i podestów. Gotowość do układania warstw wierzchnich po 180 minutach. Bardzo dobre właściwości robocze. Wygładzanie i naprawa powierzchni schodów i podestów. Do wypełniania ubytków, zgłębień i nierówności na powierzchni jastrychów i podłóg betonowych. Do stosowania: wewnątrz. Proporcje mieszania: ok. 6,75–8 l wody : 25 kg proszku. Ciężar właściwy: ok. 1,3 kg/l. Gęstość świeżej zaprawy: ok. 1,7 kg/l. Zużycie materiału: ok. 1,25 kg na m2/mm. Czas pracy (20°C): ok. 15 min. Gotowość do układania warstw wierzchnich (20°C): ok. 180 min.. Odporność na obciążenia skupione (krzesła na kółkach): tak. GISCODE: ZP1 - zawiera cement niskochromianowy EMICODE: EC1PLUSR - bardzo niski poziom emisji. Magazynowanie: w suchych pomieszczeniach, przez 12 miesięcy w oryginalnie zamkniętym opakowaniu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 32602 40 24705 32602 5 40 worków",36
ARDEX A 46,"Opis: Masa wypełniająca, zewnętrzna. Na bazie cementu. Do wypełnienia otworów, szczelin, nierówności na ścianach i podłodze. Wypełnianie dziur, zagłębień, nierówności, wyłomów w powierzchniach podłogowych i ściennych. Poprawianie oraz wyrównywanie stopni schodów oraz podestów. Tworzenie warstwy wyrównującej oraz szpachlowanie nierówności w podłogach. Wyrównywanie podłóg i ścian. Łatwość pracy – daje się łatwo wyrównywać. Możliwość szybkiego obciążania ruchem pieszym. Możliwość szybkiego obciążania. Bez tendencji do tworzenia rys. Jako szpachlowanie pod płytki i płyty budowlane. Jako warstwa użytkowa przy normalnych obciążeniach. Jako wyrównanie pod masę rozlewną „K301”. Grubości stosowania w tabeli na końcu rozdziału. Do stosowania: wewnątrz i zewnątrz, ściany i podłogi. Proporcje mieszania: ok. 6-7 l wody : 25 kg proszku. Ciężar właściwy: ok. 1,3 kg/l. Ciężar świeżej zaprawy: ok. 1,8 kg/l. Zużycie materiału: ok. 1,4 kg proszku na m2 i 1 mm grubości. Czas pracy (20°C): ok. 15-20 min. Możliwość obciążania ruchem pieszym (20°C): ok. 2-3 godz. Wartość pH: świeża zaprawa ok. 12. Przydatność w systemie ogrzewania podłogowego: tak. Magazynowanie: 6 miesięcy w oryginalnie zamkniętym opakowaniu, w suchym miejscu. Opakowanie Nr artykułu EAN-Nr Paleta 25 kg worek 53080 40 24705 53080 4 40 worków",37
